,company_size,joined,location,market,pitch,raised,signal,stage,title,website
293,1-10,2015-04-01 00:00:00,Huntington Beach,-,"
Basketball Attachment Lights and Speakers
",$10000,2,Seed,Baller Lights,BallerLights.com
294,1-10,2015-06-01 00:00:00,San Francisco,Wine And Spirits,"
Your Vineyard Matchmaker
",$10000,2,Seed,Pick Your Vine,pickyourvine.com
295,1-10,2015-08-01 00:00:00,Tennessee,Entrepreneur,"
Marketing Solutions & Event Services
",$10111,2,Seed,Prima Donna Productions,Website
296,11-50,2015-08-01 00:00:00,Kochi,Gamification,"
Enterprise Gamification Platform for Business Applications
",$15000,2,Seed,Heybadges,heybadges.com
297,1-10,2015-10-01 00:00:00,Turkey,Technical Continuing Education,"
Educating people through Programming Education.
",$10000,2,Seed,getCode,get-code.tk
298,1-10,2016-05-01 00:00:00,London,Stock Exchanges,"
Taking the complexity out of FinEd.
",$10000,2,Seed,FT,ftedx.com
299,1-10,2017-04-01 00:00:00,Kyiv city,Advertising Platforms,"
White-label B2B2C eSports platform to organize, stream and sponsor/advertise with eSports.
",$10000,2,Seed,Esportsfield,esportsfield.com
300,1-10,2013-03-01 00:00:00,Hamilton,Fitness,"
Customizable video-exercise plans 
",$15000,2,Series A,Cinetic Health,getcinetic.com
301,1-10,2013-03-01 00:00:00,Dublin,SaaS,"
Social collaboration software for Enterprise, we make teamwork visible
",$15000,2,Seed,Task Messenger,taskmessenger.com
302,1-10,2013-07-01 00:00:00,Bangladesh,Creative,"
Read and Write in Bangla
",$15000,2,Seed,Color Talking,colortalking.com
303,1-10,2013-07-01 00:00:00,Cebu City,Taxis,"
Fleet Management and Digital Advertising
",$12500,2,Seed,Micab,micab.co
304,1-10,2013-10-01 00:00:00,San Diego,Video Streaming,"
Charity Based Social Network Bringing Users Face-to-Face w/ Favorite Celebrities!!
",$15000,2,Acquired,StarSpot Live,starspotlive.com
305,1-10,2014-03-01 00:00:00,Los Angeles,Art,"
Mainstream Fashion for Autism Advocacy
",$10000,2,,Perel Clothing,PerelClothing.com
306,1-10,2014-05-01 00:00:00,New York City,Social Media Platforms,"
change becomes mobile
",$10000,2,Seed,PettyBank,pettybank.com
307,1-10,2014-07-01 00:00:00,Mexico City,University Students,"
E-learning + Online Employment (Udemy + Monster)
",$10000,2,Seed,Clouddemy,clouddemy.com
308,1-10,2014-08-01 00:00:00,Dhaka,Usa,"
360° premium quality t-shirt service
",$13699,2,Series B,T-ZONE,tzonebd.com
309,,2014-10-01 00:00:00,Richmond,Health And Safety,"
One Patient Record for quicker patient registration.
",$10000,2,Seed,OneRec,onerec.co
310,11-50,2014-12-01 00:00:00,-,Credit,"
Online Loan Marketplace
",$12000,2,Seed,finrek,finrek.com
311,1-10,2015-01-01 00:00:00,Bengaluru,Content Discovery,"
Discover products through videos
",$12000,2,Seed,Pollseye,pollseye.com
312,1-10,2015-05-01 00:00:00,Saint Petersburg,B2B,"
Cloud platform based on a managed container system for deploying and running modern apps.
",$15000,2,,Last.Backend,lastbackend.com
313,1-10,2015-04-01 00:00:00,Huntington Beach,-,"
Basketball Attachment Lights and Speakers
",$10000,2,Seed,Baller Lights,BallerLights.com
314,1-10,2015-06-01 00:00:00,San Francisco,Wine And Spirits,"
Your Vineyard Matchmaker
",$10000,2,Seed,Pick Your Vine,pickyourvine.com
315,1-10,2015-08-01 00:00:00,Tennessee,Entrepreneur,"
Marketing Solutions & Event Services
",$10111,2,Seed,Prima Donna Productions,Website
316,11-50,2015-08-01 00:00:00,Kochi,Gamification,"
Enterprise Gamification Platform for Business Applications
",$15000,2,Seed,Heybadges,heybadges.com
317,1-10,2015-10-01 00:00:00,Turkey,Technical Continuing Education,"
Educating people through Programming Education.
",$10000,2,Seed,getCode,get-code.tk
318,1-10,2016-05-01 00:00:00,London,Stock Exchanges,"
Taking the complexity out of FinEd.
",$10000,2,Seed,FT,ftedx.com
319,1-10,2017-04-01 00:00:00,Kyiv city,Advertising Platforms,"
White-label B2B2C eSports platform to organize, stream and sponsor/advertise with eSports.
",$10000,2,Seed,Esportsfield,esportsfield.com
320,1-10,2012-03-01 00:00:00,Stockton,Social Media Platforms,"
Universal expression platform for the web.
",$15000,2,Seed,Artist.ly,artist.ly
321,-,2012-12-01 00:00:00,West New York,Medical Professionals,"
Preparation for Medical Boards
",$10000,2,Seed,Path Pop,pathpop.com
322,1-10,2013-02-01 00:00:00,Seattle,Business Services,"
Mobile jobcenter for adult industry globally 
",$10000,2,Seed,JobsPretty,jobspretty.com
323,1-10,2013-03-01 00:00:00,Bahawalpur,SaaS,"
Smartphone Healthcare
",$10000,2,Seed,VisioTech Solutions,cloud.visiotechsolutions.com
324,1-10,2013-04-01 00:00:00,Delhi,-,"
Crowd sourcing experience & resources to reward & accelerate human achievement
",$10000,2,,Collisionable,blog.collisionable.com
325,1-10,2013-05-01 00:00:00,Memphis,Farmers Market,"
BetterFed connects customers to local foods.
",$15000,2,Seed,BetterFed,BetterFed.co
326,1-10,2013-09-01 00:00:00,Mexico City,Crowdsourcing,"
First Crowd-partnership platform 
",$13000,2,Seed,PROUNIVE,prounive.com
327,1-10,2013-09-01 00:00:00,Perth,Mining Technologies,"
Providing low cost high resolution 3D Images of structures surrounding drillholes
",$10000,2,Seed,Australian GeoTomography,australiangeotomography.com
328,1-10,2013-10-01 00:00:00,Santiago,Application Platforms,"
Context aware cities
",$11000,2,Seed,Dromos,dromos.me
329,1-10,2014-05-01 00:00:00,Los Angeles,Hospitals,"
Surge plans for hospitals. 
",$15000,2,Seed,NEDOCS,nedocs.org
330,,2014-06-01 00:00:00,Bay Shore,Personal Health,"
Urgent Care Facility
",$10000,2,,Urgent Health/Ward Practice Management,urgenthealthny.com
331,,2014-10-01 00:00:00,-,-,"
Network based learning
",$10000,2,Seed,EurekSpark,eurekaspark.com
332,,2015-02-01 00:00:00,San Francisco,Families,"
All in One Visual Marketing
",$10000,2,,Posterini,posterini.com
333,1-10,2015-02-01 00:00:00,Phoenix,SaaS,"
#SaaS #quality #design #medtech #yesphx
",$15000,2,,igniteQMS,igniteQMS.com
334,1-10,2015-03-01 00:00:00,Richmond,Debt Collecting,"
Revolutionizing  business..THE SOLUTION” for both our clients and customers. 
",$10000,2,Seed,Web Debt Solutions,webdebtsolutions.com
335,1-10,2015-09-01 00:00:00,Santa Cruz,Location Based Services,"
Innovative business analytics for restaurants
",$10000,2,Seed,TableTime,tabletime.io
336,1-10,2016-02-01 00:00:00,Zagreb,Events,"
Entertainment booking platform
",$10000,2,,Booker Garden,booker.garden
337,1-10,2015-11-01 00:00:00,Gainesville,Fishing,"
Location-based social network and utility for anglers
",$10000,2,Seed,FishHawk,fishhawk.io
338,,2017-01-01 00:00:00,Bogotá,Governments,"
Business intelligence platform for the small farmers
",$13000,2,Seed,Cultivando Futuro,cultivandofuturo.com
339,,2017-03-01 00:00:00,Dubai,Global,"
Think ... Done 
",$10000,2,Seed,Hundi,thevisioncap.com
340,1-10,2011-03-01 00:00:00,Silicon Valley,Mobile Commerce,"
Social Commerce. Leader in Social media management systems; Blogging and analytics.
",$10000,2,Acquired,mytweetmark (acquired),mytweetmark.com
341,-,2012-11-01 00:00:00,-,-,"
Advertising With An Advantage!
",$10000,2,Seed,Advantly,advantly.com
342,1-10,2012-12-01 00:00:00,Bengaluru,Small and Medium Businesses,"
Cloud Services for SME
",$10000,2,,Cloud2SME,cloud2sme.com
343,1-10,2013-03-01 00:00:00,Delhi,-,"
Live virtual education
",$12000,2,Seed,Learon Edutech,learonedutech.com
344,1-10,2013-04-01 00:00:00,Sri Lanka,Film,"
Complete Cinema Management, Ticketing and POS
",$10000,2,Seed,TheaterSolution,theatersolution.com
345,-,2013-05-01 00:00:00,Hong Kong,Ticketing,"
Event Search Engine
",$13000,2,Seed,Timable,timable.com
346,1-10,2014-03-01 00:00:00,San Diego,Hospitality,"
The Yelp of Fun Itineraries
",$15000,2,Seed,Tynit.com,tynit.com
347,-,2014-03-01 00:00:00,Zurich,Training,"
Intuitive hockey-coaching organizer
",$10000,2,Acquired,K I D (Kostovic Interaction Design),people.zhdk.ch
348,1-10,2014-06-01 00:00:00,New York City,Small and Medium Businesses,"
CopywriterSource Captivating Copy
",$10000,2,Seed,CopyShoppy,copyshoppy.com
349,1-10,2014-07-01 00:00:00,-,Mobile Commerce,"
Text Message Shopping
",$15000,2,Seed,Dean &amp; Grace,deanandgrace.com
350,1-10,2015-01-01 00:00:00,Budapest,Personal Branding,"
Interactive, light-up branding for your laptop
",$15000,2,Seed,Stickerlight,stickerlight.com
351,1-10,2014-11-01 00:00:00,San Francisco,Big Data Analytics,"
Business Intelligence for Everyone
",$14500,2,,DataStack,datastack.co
352,-,2015-02-01 00:00:00,Los Angeles,College Campuses,"
QBoard allows students to ask teachers questions anonymously in real time
",$10000,2,,QBoard,qboard.net
353,1-10,2015-03-01 00:00:00,Valencia,Mobile Commerce,"
Your Global Airport Shopping App and Delivery Service
",$10000,2,Seed,SimpliFly App,simpliflyapp.com
354,1-10,2015-07-01 00:00:00,Salt Lake City,Personal Finance,"
Next Gen PFM
",$10000,2,Seed,Citizen Camp,Citizen.Camp
355,1-10,2015-08-01 00:00:00,Singapore,Freelancers,"
Manage freelance content teams of any size, from anywhere
",$15000,2,Seed,Headlight App,headlightapp.com
356,-,2015-10-01 00:00:00,Dearborn,Toys,"
Big magnetic construction toy.
",$10000,2,Seed,Panelcraft,mypanelcraft.com
